Numero Ticket;ItemID;Item;Resumen;Ubicacion;Service Desk;Modo de reporte;Estado;Fecha Creacion;Fecha Termino;Fecha Cierre;Prioridad
WO0000004858233;78;DRYWALL;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004858255;146;MODULOS;REPARAR;CERRO COLORADO - 215013;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004858268;92;ESCRITORIO;LIMPIAR;CHINCHA - 315000;Zona Sur;Web HD;Cerrado;2024-01-03;08-01-24;11/01/2024;3
WO0000004858283;154;OFICINA;FUMIGAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-03;13-01-24;16/01/2024;3
WO0000004858295;53;COMEDOR;LIMPIAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-03;06-02-24;09/02/2024;3
WO0000004858600;206;REFLECTOR / LAMPARAS;CAMBIAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-03;09-01-24;12/01/2024;3
WO0000004858616;44;CAMARA CONVENCIONAL;REPARAR;ALTO DE LA ALIANZA - 540004;Zona Norte;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004858635;22;BOVEDA;APERTURAR;MOLICENTRO - 193004;Zona Sur;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004858636;57;CONTADOR DE MONEDAS;REPARAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Rechazado;2024-01-03;;;3
WO0000004858648;5;AIRE ACONDICIONADO;REPARAR;LOS RUISEÃ‘ORES - 191115;Zona Sur;Web HD;Cerrado;2024-01-03;14-02-24;18/02/2024;3
WO0000004858650;108;FOCO FLOURESCENTES;CAMBIAR;EMANCIPACION - 191054;Zona Sur;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004858652;32;CAJA BUZON;APERTURAR;MOLICENTRO - 193004;Zona Sur;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004858653;44;CAMARA CONVENCIONAL;REPARAR;AYACUCHO - 220000;Zona Sur;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004858681;65;CREDENZA CERRADURA;DUPLICADO DE LLAVE;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Sur;Web HD;Rechazado;2024-01-03;;;3
WO0000004858682;108;FOCO FLOURESCENTES;CAMBIAR;LOS RUISEÃ‘ORES - 191115;Zona Sur;Web HD;Cerrado;2024-01-03;08-01-24;11/01/2024;3
WO0000004858683;35;CAJA PULMON;REPROGRAMAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004858690;56;CONTADOR DE BILLETES;REPARAR;ELIO - 191067;Zona Sur;Web HD;Rechazado;2024-01-03;;;3
WO0000004858698;221;SILLAS;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Rechazado;2024-01-03;;;3
WO0000004859002;92;ESCRITORIO;REPONER VIDRIO;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2024-01-03;23-01-24;26/01/2024;3
WO0000004859011;30;CABLEADO;ORDENAR;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2024-01-03;15-01-24;18/01/2024;3
WO0000004859035;146;MODULOS;REPARAR;CERRO COLORADO - 215013;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004859040;32;CAJA BUZON;REPARAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004859041;241;TECHO /BALDOSAS FILTRACION;CAMBIAR;BUSTAMANTE Y RIVERO - 215010;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004859044;43;CAJONERA CERRADURA;APERTURAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-01-03;15-01-24;18/01/2024;3
WO0000004859059;99;EXTINTOR;RECARGAR;QUILCA - 191160;Zona Centro;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004859061;190;PUERTA / MAMPARA CERRADURA;DUPLICADO DE LLAVE;MESA REDONDA - 191069;Zona Sur;Web HD;Rechazado;2024-01-03;;;3
WO0000004859090;136;LLAVE SHUNT;REPARAR;AGUAS CALIENTES - 285004;Zona Norte;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004859402;221;SILLAS;REPARAR;CERRO COLORADO - 215013;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004859466;117;IMANTADO;CONFECCIONAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004859476;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;MESA REDONDA - 191069;Zona Sur;Web HD;Cerrado;2024-01-03;10-01-24;13/01/2024;3
WO0000004859478;5;AIRE ACONDICIONADO;REPARAR;MUSA - 193050;Zona Sur;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004859704;5;AIRE ACONDICIONADO;REPARAR;MOQUEGUA - 430000;Zona Norte;Web HD;Cerrado;2024-01-03;08-01-24;11/01/2024;3
WO0000004859707;117;IMANTADO;CONFECCIONAR;ANTUNEZ DE MAYOLO - 191028;Zona Centro;Web HD;Rechazado;2024-01-03;;;3
WO0000004859713;190;PUERTA / MAMPARA CERRADURA;DUPLICADO DE LLAVE;LARAPA - 285005;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004859717;5;AIRE ACONDICIONADO;REPARAR;EL CARMEN - 315001;Zona Sur;Web HD;Cerrado;2024-01-03;30-01-24;02/02/2024;3
WO0000004859718;188;PUERTA / MAMPARA;REPARAR;TACNA - 540000;Zona Norte;Web HD;Cerrado;2024-01-03;15-01-24;18/01/2024;3
WO0000004859721;190;PUERTA / MAMPARA CERRADURA;APERTURAR;LARAPA - 285005;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004859725;43;CAJONERA CERRADURA;DUPLICADO DE LLAVE;LARAPA - 285005;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004859727;11;ARMARIO CERRADURA;REEMPLAZAR;LARAPA - 285005;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004859728;107;FOCO DICROICOS;CAMBIAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-01-03;23-01-24;26/01/2024;3
WO0000004859730;56;CONTADOR DE BILLETES;REPARAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004859732;56;CONTADOR DE BILLETES;REPARAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004859736;22;BOVEDA;CAMBIO DE BATERIAS;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-01-03;08-01-24;11/01/2024;3
WO0000004859739;221;SILLAS;REPARAR;CAILLOMA - 191098;Zona Sur;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004859740;56;CONTADOR DE BILLETES;REPARAR;EL SOL - 191082;Zona Centro;Web HD;Rechazado;2024-01-03;;;3
WO0000004859743;56;CONTADOR DE BILLETES;REPARAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004859747;190;PUERTA / MAMPARA CERRADURA;APERTURAR;CAILLOMA - 191098;Zona Sur;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004859750;180;PORTA AFICHES;REPARAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004859755;218;SE ALETICA INTERNA;REPONER;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004859756;188;PUERTA / MAMPARA;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004859758;185;PRE INDECI;REALIZAR - PRE REGULATORIO;JULIACA - 405000;Zona Norte;Web HD;Cerrado;2024-01-03;30-01-24;02/02/2024;3
WO0000004859759;56;CONTADOR DE BILLETES;REPARAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004859761;56;CONTADOR DE BILLETES;REPARAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004859764;206;REFLECTOR / LAMPARAS;REVISAR;ARGENTINA - 191014;Zona Sur;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004860115;65;CREDENZA CERRADURA;REEMPLAZAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004860125;139;LONCHERA CERRADURA;REEMPLAZAR;PUNTO BCP SANTA CLARA - 191173;Zona Sur;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004860126;190;PUERTA / MAMPARA CERRADURA;APERTURAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Zona Norte;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004860152;108;FOCO FLOURESCENTES;CAMBIAR;URB SAN FELIPE COMAS - 191053;Zona Centro;Web HD;Cerrado;2024-01-03;10-01-24;13/01/2024;3
WO0000004860160;5;AIRE ACONDICIONADO;REPARAR;MALA - 255002;Zona Sur;Web HD;Cerrado;2024-01-03;09-01-24;12/01/2024;3
WO0000004860166;5;AIRE ACONDICIONADO;REGULAR;LOS ALISOS - 191080;Zona Centro;Web HD;Cerrado;2024-01-03;04-01-24;07/01/2024;3
WO0000004860172;215;SENSOR DE MAMPARA;REPARAR;AGUAS CALIENTES - 285004;Zona Norte;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004860177;137;LOCKER;REPARAR;SIGLO XX - 215015;Zona Norte;Web HD;Cerrado;2024-01-03;14-01-24;17/01/2024;3
WO0000004860178;43;CAJONERA CERRADURA;REEMPLAZAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Sur;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004862104;57;CONTADOR DE MONEDAS;REPARAR;C.C. MULTIPLAZA - 191077;Zona Centro;Web HD;Cerrado;2024-01-04;07-01-24;10/01/2024;3
WO0000004862105;221;SILLAS;REPARAR;C.C. MULTIPLAZA - 191077;Zona Centro;Web HD;Cerrado;2024-01-04;20-01-24;23/01/2024;3
WO0000004862106;171;PISOS;RESANAR;C.C. MULTIPLAZA - 191077;Zona Centro;Web HD;Cerrado;2024-01-04;01-02-24;04/02/2024;3
WO0000004862162;21;BOMBAS DE AGUA;REVISAR;NAZCA - 440000;Zona Sur;Web HD;Cerrado;2024-01-04;06-01-24;09/01/2024;3
WO0000004862163;251;TUBERIA DE AGUA;REPARAR;NAZCA - 440000;Zona Sur;Web HD;Cerrado;2024-01-04;06-01-24;09/01/2024;3
WO0000004862169;241;TECHO /BALDOSAS FILTRACION;CAMBIAR;LARAPA - 285005;Zona Norte;Web HD;Cerrado;2024-01-04;11-02-24;14/02/2024;3
WO0000004862173;249;TOMACORRIENTES;REVISAR;NACIONES UNIDAS - 191084;Zona Centro;Web HD;Cerrado;2024-01-04;04-01-24;07/01/2024;3
WO0000004862178;69;DETECTOR DE BILLETES;REPARAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-01-04;16-01-24;19/01/2024;3
WO0000004862179;41;CAJONERA;REPARAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-01-04;08-01-24;11/01/2024;3
WO0000004862180;92;ESCRITORIO;REPONER VIDRIO;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-01-04;16-01-24;19/01/2024;3
WO0000004862400;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-04;11-01-24;14/01/2024;3
WO0000004862401;234;TABLERO ELECTRICO LLAVES DIFERENCIAL;REVISAR;AYACUCHO - 220000;Zona Sur;Web HD;Cerrado;2024-01-04;17-01-24;20/01/2024;3
WO0000004862403;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;AYACUCHO - 220000;Zona Sur;Web HD;Cerrado;2024-01-04;08-01-24;11/01/2024;3
WO0000004862405;89;ESCALERA CINTA ANTIDESLIZANTE;REPONER;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-04;11-01-24;14/01/2024;3
WO0000004862406;163;PARED;RESANAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-04;04-02-24;07/02/2024;3
WO0000004862407;15;ATM;PINTAR;AYACUCHO - 220000;Zona Sur;Web HD;Cerrado;2024-01-04;21-01-24;24/01/2024;3
WO0000004862408;231;STICKER;REPONER;AYACUCHO - 220000;Zona Sur;Web HD;Cerrado;2024-01-04;16-01-24;19/01/2024;3
WO0000004862410;163;PARED;RESANAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-04;25-01-24;28/01/2024;3
WO0000004862413;30;CABLEADO;ORDENAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-04;11-01-24;14/01/2024;3
WO0000004862416;46;CANALETAS;REPARAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-04;13-01-24;16/01/2024;3
WO0000004862419;183;POZO SEPTICO;LIMPIAR;SOCABAYA - 215017;Zona Norte;Web HD;Rechazado;2024-01-04;;;3
WO0000004862426;218;SE ALETICA INTERNA;REPONER;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-04;11-01-24;14/01/2024;3
WO0000004862435;57;CONTADOR DE MONEDAS;REPARAR;PURUCHUCO - 191020;Zona Sur;Web HD;Cerrado;2024-01-04;07-01-24;10/01/2024;3
WO0000004862438;57;CONTADOR DE MONEDAS;REPARAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2024-01-04;07-01-24;10/01/2024;3
WO0000004862441;139;LONCHERA CERRADURA;APERTURAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-01-04;07-01-24;10/01/2024;3
WO0000004862444;32;CAJA BUZON;CAMBIO DE BATERIAS;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-01-04;08-01-24;11/01/2024;3
WO0000004862445;65;CREDENZA CERRADURA;REEMPLAZAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-01-04;08-01-24;11/01/2024;3
WO0000004862455;64;CREDENZA;REPARAR;C.C. MULTIPLAZA - 191077;Zona Centro;Web HD;Cerrado;2024-01-04;30-01-24;02/02/2024;3
WO0000004862464;64;CREDENZA;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-01-04;23-01-24;26/01/2024;3
WO0000004862468;56;CONTADOR DE BILLETES;REPARAR;LA CULTURA - 285006;Zona Norte;Web HD;Cerrado;2024-01-04;07-01-24;10/01/2024;3
WO0000004862469;32;CAJA BUZON;APERTURAR;EMANCIPACION - 191054;Zona Sur;Web HD;Cerrado;2024-01-04;06-01-24;09/01/2024;3
WO0000004862470;31;CAJA / TAPA DE PASO;REVISAR;MEGA PLAZA - 191010;Zona Centro;Web HD;Cerrado;2024-01-04;09-01-24;12/01/2024;3
WO0000004862475;190;PUERTA / MAMPARA CERRADURA;APERTURAR;IZAGUIRRE - 191154;Zona Centro;Web HD;Rechazado;2024-01-04;;;3
WO0000004862477;43;CAJONERA CERRADURA;REEMPLAZAR;IZAGUIRRE - 191154;Zona Centro;Web HD;Rechazado;2024-01-04;;;3
WO0000004862481;32;CAJA BUZON;REPARAR;PUERTO MALDONADO - 485000;Zona Norte;Web HD;Cerrado;2024-01-04;20-01-24;22/01/2024;3
WO0000004862483;138;LOCKER CERRADURA;REEMPLAZAR;IZAGUIRRE - 191154;Zona Centro;Web HD;Rechazado;2024-01-04;;;3
WO0000004862492;56;CONTADOR DE BILLETES;REPARAR;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2024-01-04;08-01-24;11/01/2024;3
WO0000004862494;190;PUERTA / MAMPARA CERRADURA;APERTURAR;SANTA ANITA - 191052;Zona Sur;Web HD;Rechazado;2024-01-04;;;3
WO0000004862496;65;CREDENZA CERRADURA;APERTURAR;IMPERIAL - 255001;Zona Sur;Web HD;Cerrado;2024-01-04;07-01-24;10/01/2024;3
WO0000004862801;23;BUTACA;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2024-01-04;14-01-24;17/01/2024;3
WO0000004862802;249;TOMACORRIENTES;REVISAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-04;06-01-24;09/01/2024;3
WO0000004862807;56;CONTADOR DE BILLETES;REPARAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Cerrado;2024-01-04;16-01-24;19/01/2024;3
WO0000004862809;56;CONTADOR DE BILLETES;REPARAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Cerrado;2024-01-04;25-01-24;28/01/2024;3
WO0000004863246;44;CAMARA CONVENCIONAL;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004863248;214;SENSOR DE ANIEGO;REPARAR;AYACUCHO - 220000;Zona Sur;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004863249;170;PIR ANTEBOVEDA;REPARAR;C.B. FIORI - 191088;Zona Centro;Web HD;Cerrado;2024-01-06;07-01-24;10/01/2024;3
WO0000004863258;170;PIR ANTEBOVEDA;REPARAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-01-06;08-01-24;11/01/2024;3
WO0000004863262;214;SENSOR DE ANIEGO;REPARAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Cerrado;2024-01-06;07-01-24;10/01/2024;3
WO0000004863265;216;SENSOR DE PARED;REPARAR;ANGELICA GAMARRA - 191057;Zona Centro;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004863402;206;REFLECTOR / LAMPARAS;CAMBIAR;PUNO - 495000;Zona Norte;Web HD;Cerrado;2024-01-06;23-01-24;26/01/2024;3
WO0000004863406;69;DETECTOR DE BILLETES;REPARAR;SOCABAYA - 215017;Zona Norte;Web HD;Rechazado;2024-01-06;;;3
WO0000004863431;35;CAJA PULMON;CAMBIO DE BATERIAS;MINI AGENCIA BCP SALAMANCA - 191090;Zona Centro;Web HD;Cerrado;2024-01-06;07-01-24;10/01/2024;3
WO0000004863460;30;CABLEADO;ORDENAR;PARURO - 191047;Zona Sur;Web HD;Cerrado;2024-01-06;09-01-24;12/01/2024;3
WO0000004863462;117;IMANTADO;CONFECCIONAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-06;10-01-24;13/01/2024;3
WO0000004863481;5;AIRE ACONDICIONADO;REPARAR;INDEPENDENCIA (LIMA) - 191142;Zona Centro;Web HD;Cerrado;2024-01-06;06-02-24;09/02/2024;3
WO0000004863482;231;STICKER;REPONER;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Rechazado;2024-01-06;;;3
WO0000004863489;30;CABLEADO;REVISAR;PARURO - 191047;Zona Sur;Web HD;Cerrado;2024-01-06;09-01-24;12/01/2024;3
WO0000004863493;56;CONTADOR DE BILLETES;REPARAR;PARURO - 191047;Zona Sur;Web HD;Cerrado;2024-01-06;07-01-24;10/01/2024;3
WO0000004863827;56;CONTADOR DE BILLETES;REPARAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-01-06;07-01-24;10/01/2024;3
WO0000004863884;43;CAJONERA CERRADURA;DUPLICADO DE LLAVE;LA FONTANA - 193054;Zona Sur;Web HD;Cerrado;2024-01-06;08-01-24;11/01/2024;3
WO0000004864102;5;AIRE ACONDICIONADO;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Rechazado;2024-01-06;;;3
WO0000004864116;108;FOCO FLOURESCENTES;CAMBIAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Zona Norte;Web HD;Cerrado;2024-01-06;15-01-24;18/01/2024;3
WO0000004864178;69;DETECTOR DE BILLETES;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-01-06;07-01-24;10/01/2024;3
WO0000004864192;56;CONTADOR DE BILLETES;REPARAR;GRAU (LIMA) - 191005;Zona Sur;Web HD;Cerrado;2024-01-06;07-01-24;10/01/2024;3
WO0000004864303;5;AIRE ACONDICIONADO;REGULAR;LAS MALVINAS - 191076;Zona Centro;Web HD;Cerrado;2024-01-06;21-01-24;24/01/2024;3
WO0000004864304;190;PUERTA / MAMPARA CERRADURA;APERTURAR;EL AGUSTINO - 191041;Zona Centro;Web HD;Cerrado;2024-01-06;09-01-24;12/01/2024;3
WO0000004864343;41;CAJONERA;REPARAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Sur;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004864345;128;LAMPARA DE EMERGENCIA;REPARAR;CHINCHA - 315000;Zona Sur;Web HD;Cerrado;2024-01-06;08-01-24;11/01/2024;3
WO0000004864349;57;CONTADOR DE MONEDAS;REPARAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Rechazado;2024-01-06;;;3
WO0000004864356;175;PIZARRA ACRILICA;REPARAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Sur;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004864376;117;IMANTADO;CONFECCIONAR;LA CULTURA - 285006;Zona Norte;Web HD;Cerrado;2024-01-06;17-01-24;20/01/2024;3
WO0000004864389;221;SILLAS;REPARAR;LA ENSENADA - 191149;Zona Centro;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004864400;5;AIRE ACONDICIONADO;REPARAR;VENEZUELA - 191026;Zona Sur;Web HD;Rechazado;2024-01-06;;;3
WO0000004864403;5;AIRE ACONDICIONADO;REPARAR;EL PINO - 191087;Zona Centro;Web HD;Cerrado;2024-01-06;30-01-24;02/02/2024;3
WO0000004864407;108;FOCO FLOURESCENTES;REVISAR;VENEZUELA - 191026;Zona Sur;Web HD;Cerrado;2024-01-06;09-01-24;12/01/2024;3
WO0000004864418;139;LONCHERA CERRADURA;DUPLICADO DE LLAVE;HUAYCAN - 191085;Zona Sur;Web HD;Rechazado;2024-01-06;;;3
WO0000004864420;5;AIRE ACONDICIONADO;REPARAR;LA RAMBLA BRASIL - 191166;Zona Sur;Web HD;Cerrado;2024-01-06;13-01-24;16/01/2024;3
WO0000004864463;5;AIRE ACONDICIONADO;REGULAR;LA FONTANA - 193054;Zona Sur;Web HD;Cerrado;2024-01-06;08-01-24;11/01/2024;3
WO0000004864474;57;CONTADOR DE MONEDAS;REPARAR;SANTA LUZMILA - 191063;Zona Centro;Web HD;Cerrado;2024-01-06;09-01-24;12/01/2024;3
WO0000004864500;139;LONCHERA CERRADURA;DUPLICADO DE LLAVE;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-01-06;07-01-24;10/01/2024;3
WO0000004864539;185;PRE INDECI;REALIZAR - PRE REGULATORIO;URB SAN FELIPE COMAS - 191053;Zona Centro;Web HD;Cerrado;2024-01-06;18-05-24;21/05/2024;3
WO0000004864555;56;CONTADOR DE BILLETES;REPARAR;METRO AV. WIESSE - 191106;Zona Centro;Web HD;Cerrado;2024-01-06;14-01-24;17/01/2024;3
WO0000004864569;108;FOCO FLOURESCENTES;REVISAR;PERU - 191056;Zona Centro;Web HD;Cerrado;2024-01-06;11-01-24;14/01/2024;3
WO0000004864577;30;CABLEADO;ORDENAR;LA MERCED (AREQUIPA) - 215003;Zona Norte;Web HD;Cerrado;2024-01-06;09-01-24;12/01/2024;3
WO0000004864580;163;PARED;PINTAR;LA MERCED (AREQUIPA) - 215003;Zona Norte;Web HD;Cerrado;2024-01-06;13-01-24;16/01/2024;3
WO0000004864581;120;INDECI;REALIZAR MANTENIMIENTO REGULATORIO;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-01-06;20-01-24;22/01/2024;3
WO0000004864586;130;LAVATORIO;REPARAR;PERU - 191056;Zona Centro;Web HD;Cerrado;2024-01-06;11-01-24;14/01/2024;3
WO0000004864591;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;C.B. FIORI - 191088;Zona Centro;Web HD;Cerrado;2024-01-06;09-01-24;12/01/2024;3
WO0000004864901;194;PUERTA/MAMPARA MANIJA;REPARAR;PERU - 191056;Zona Centro;Web HD;Cerrado;2024-01-06;11-01-24;14/01/2024;3
WO0000004864903;120;INDECI;REALIZAR MANTENIMIENTO REGULATORIO;JACOBO HUNTER - 215022;Zona Norte;Web HD;Cerrado;2024-01-06;14-02-24;18/02/2024;3
WO0000004864918;240;TECHO /BALDOSAS;REVISAR;JULIACA - 405000;Zona Norte;Web HD;Cerrado;2024-01-06;20-01-24;23/01/2024;3
WO0000004864919;240;TECHO /BALDOSAS;CAMBIAR;LOS RUISEÃ‘ORES - 191115;Zona Sur;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004864920;240;TECHO /BALDOSAS;CAMBIAR;LOS RUISEÃ‘ORES - 191115;Zona Sur;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004864925;11;ARMARIO CERRADURA;REEMPLAZAR;JULIACA - 405000;Zona Norte;Web HD;Cerrado;2024-01-06;13-01-24;16/01/2024;3
WO0000004864934;187;PROYECTOR;REPARACION;JULIACA - 405000;Zona Norte;Web HD;Cerrado;2024-01-06;28-01-24;31/01/2024;2
WO0000004864936;6;ALFOMBRAS;REPARAR;JULIACA - 405000;Zona Norte;Web HD;Cerrado;2024-01-06;13-01-24;16/01/2024;3
WO0000004864940;249;TOMACORRIENTES;REVISAR;LOS RUISEÃ‘ORES - 191115;Zona Sur;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004864965;56;CONTADOR DE BILLETES;REPARAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-06;06-01-24;09/01/2024;3
WO0000004864971;64;CREDENZA;REPARAR;C.B. FIORI - 191088;Zona Centro;Web HD;Cerrado;2024-01-06;11-01-24;14/01/2024;3
WO0000004864978;30;CABLEADO;ORDENAR;TOWN SITE - 385001;Zona Norte;Web HD;Cerrado;2024-01-06;23-01-24;26/01/2024;3
WO0000004864979;56;CONTADOR DE BILLETES;REPARAR;PURUCHUCO - 191020;Zona Sur;Web HD;Cerrado;2024-01-06;16-01-24;19/01/2024;3
WO0000004864980;187;PROYECTOR;REPARAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-01-06;08-01-24;11/01/2024;3
WO0000004864982;5;AIRE ACONDICIONADO;REPARAR;C.B. FIORI - 191088;Zona Centro;Web HD;Cerrado;2024-01-06;21-01-24;23/01/2024;3
WO0000004864983;106;FOCO AHORRADOR;CAMBIAR;TOWN SITE - 385001;Zona Norte;Web HD;Cerrado;2024-01-06;10-01-24;13/01/2024;3
WO0000004864986;190;PUERTA / MAMPARA CERRADURA;APERTURAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-01-06;15-01-24;18/01/2024;3
WO0000004864991;117;IMANTADO;CONFECCIONAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2024-01-06;10-01-24;13/01/2024;3
WO0000004865202;56;CONTADOR DE BILLETES;REPARAR;EMANCIPACION - 191054;Zona Sur;Web HD;Cerrado;2024-01-06;08-01-24;11/01/2024;3
